"page_what_is_OPC_tool","page_what_is_OPC_tool","title","What is the Office of the Privacy Commissioner of Canada’s privacy impact assessment e-Tool?",""
"page_what_is_OPC_tool","","html","<p><strong>What is a PIA?</strong><p><p>A privacy impact assessment (PIA) is a risk management process that helps institutions ensure legislative requirements are met, as well as identify and manage the impacts their programs and activities will have on individuals&rsquo; privacy. First and foremost, conducting a PIA is a means of helping to ensure compliance with:</p><ul><li>legal requirements set out in the Privacy Act</li><li>the institution or program&rsquo;s enabling legislation</li><li>the requirements of Treasury Board of Canada Secretariat (TBS) and Government of Canada policies and directives</li></ul><p>Programs and activities must comply with legal and policy requirements. The way they are designed should also incorporate best practices and minimize negative impacts on the privacy of individuals. For example, you should work to reduce the risk that an individual may suffer harm, such as identity theft, reputational damage, physical harm or distress, as a result of your program&rsquo;s handling of their personal information. A PIA may not eliminate such risks altogether, but should help to identify and manage them. There is often more than one way of designing a project. A PIA can help identify the least privacy intrusive way of achieving a legitimate aim.</p>",""
"page_what_is_OPC_tool","","html","<p>A PIA report documents the PIA process.</p>",""
"page_what_is_OPC_tool","","html","<p><strong>When is a PIA required?</strong></p><p>The TBS Directive on Privacy Impact Assessment outlines a number of requirements for a PIA, which you will see referenced throughout the e-Tool. A PIA is generally necessary if your program or activity may have an impact on the personal information of individuals. Specifically, the Directive on Privacy Impact Assessment requires that institutions conduct PIAs:</p><ul><li>when personal information may be used as part of a decision-making process that directly affects the individual</li><li>when there are major changes to existing programs or activities where personal information may be used for an administrative purpose (meaning as part of a decision-making process that directly affects the individual)</li><li>when there are major changes to existing programs or activities as a result of contracting out or transferring programs or activities to another level of government or to the private sector</li></ul></p>",""
"page_what_is_OPC_tool","","html","<p><strong>How can the PIA e-Tool help?</strong></p><p>The PIA e-Tool is a web-based form that guides users through completion of a PIA report. The e-Tool will prompt the user to consider, assess and manage the risks to privacy posed by the initiative, and to document remaining risks for review by senior management and the Office of the Privacy Commissioner of Canada (OPC). The e-Tool enables users to present the PIA process they have undertaken in a report that is systematic, logical, and efficient.</p><p>The PIA e-Tool will produce a PIA report that includes the following sections:</p><ul><li>Introduction</li><li>Program details and privacy analysis</li><li>Risk analysis</li><li>Risk mitigation action plan</li><li>Summary</li></ul></p>",""
"page_what_is_OPC_tool","","html","<p>In the process of conducting your PIA, you will likely need to seek out specific information on your program or activity or consult others before answering questions. Details may also become clear as your program is developed. To facilitate your PIA process you will be able to save changes in the e-Tool and return to your report later.</p>",""
"page_what_is_OPC_tool","","html","<p>You can use the completed PIA report to manage and mitigate privacy risks within your institution&rsquo;s broader risk management framework. From time to time, you should review your PIA report and consider whether it should be updated to reflect new or substantial changes to your program or activity involving personal information.</p>",""
"page_what_is_OPC_tool","","html","<p>Note that this tool is intended to allow federal government institutions to comply with the Directive on Privacy Impact Assessment.</p>",""
"page_what_is_OPC_tool","","html","<p><strong>OPC&rsquo;s companion guide</strong></p><p>You may also wish to consult our office&rsquo;s supporting document Expectations: OPC&rsquo;s Guide to the Privacy Impact Assessment Process. It provides guidance to federal public sector institutions on how to comply with the Privacy Act and effectively manage privacy risks as part of the PIA process.</p>",""
"page_role_of_OPC_tool","page_role_of_OPC_tool","title","What is the OPC’s role in the privacy impact assessment process?",""
"page_role_of_OPC_tool","","html","<p><strong>Our role</strong></p>",""
"page_role_of_OPC_tool","","html","<p>As per the Directive on Privacy Impact Assessment, institutions must provide their completed PIA reports to the OPC at the same time they provide them to TBS. After using the e-Tool, your completed PIA report will be emailed to the author and all signing authorities and automatically sent to the OPC. Our office will review the report and consider the privacy risks posed by the program or activity. We may provide written recommendations where we identify additional risks or gaps. The OPC reviews all PIA reports we receive. However, we use a triage process to determine which reports will be subject to a secondary review and formal recommendations. We may request supplementary documents or in-person meetings or site visits, where needed.</p>",""
"page_role_of_OPC_tool","","html","<p><strong>What we don't do</strong></p>",""
"page_role_of_OPC_tool","","html","<p>Notwithstanding the role of the OPC in the review of PIA reports, accountability for privacy compliance rests squarely with the heads of federal institutions or the official responsible for section 10 of the Privacy Act. The OPC does not approve, endorse or sign off on PIA reports or on government programs or activities.</p>",""
"page_role_of_OPC_tool","","html","<p><strong>Get in touch</strong></p>",""
"page_role_of_OPC_tool","","html","<p>If you have questions about the PIA process or the e-Tool, do not hesitate to contact our office&rsquo;s <a title='Government Advisory (GA)' href='https://www.priv.gc.ca/en/about-the-opc/who-we-are/organizational-structure/' target='_blank'>Government Advisory (GA)</a> Directorate. The OPC&rsquo;s GA Directorate provides advice to federal public sector institutions on specific programs and activities involving personal information. We provide advice through:<ul><li>consultation</li><li>reviewing PIA reports, information sharing agreements, and notifications under s. 8(2)(m) and 9(4) of the Privacy Act</li><li>conducting advisory engagements</li></ul></p>",""
"page_role_of_OPC_tool","","html","<p>You can contact the OPC at any stage in your program&rsquo;s development for assistance in identifying compliance issues as well as risks to privacy and potential mitigation strategies. You can reach the GA Directorate by phone at 819-994-XXXX or by email at scg-ga@priv.gc.ca.</p>",""
"page_role_of_OPC_tool","","html","<p>Expectations: OPC&rsquo;s Guide to the Privacy Impact Assessment Process includes more information on how the OPC&rsquo;s can help.</p>",""
"page_best_practices","page_best_practices","title","PIA report writing best practices",""
"page_best_practices","","html","<p><strong>In putting together your PIA report, consider the following best practices:</strong></p><p><ul><li>Be specific</li><li>Avoid jargon and limit use of acronyms</li><li>Be concise &ndash; &ldquo;more content fewer words&rdquo;</li><li>Be action-oriented &ndash; what do you plan to do?</li><li>Use visual aids, such as tables or diagrams, where appropriate</li><li>Create an internal PIA inventory, so that PIAs are organized and accessible for your future reference</li></ul></p>",""
"page_privacy_notice","page_privacy_notice","title","Privacy notice",""
"page_privacy_notice","","html","To be developed and populated",""
"page_definitions","page_definitions","title","Definitions",""
"page_definitions","","html","<p><strong>Administrative purpose:</strong> According to the TBS Policy on Privacy Protection, an administrative use is the use of personal information about an individual 'in a decision making process that directly affects that individual.' This includes all uses of personal information for confirming identity (in other words, for authentication and verification purposes) and for determining eligibility of individuals for government programs.</p>",""
"page_definitions","","html","<p><strong>Appropriate senior official or executive of the government institution:</strong> According to the TBS Directive on Privacy Impact Assessment, this is the official holding administrative responsibility for the completion of the PIA. Where an official is not specifically assigned, this responsibility will rest with the senior official or executive holding functional responsibility for the program or activity in question.</p>",""
"page_definitions","","html","<p><strong>Official responsible for section 10 of the <em>Privacy Act</em>:</strong> According to the TBS Directive on Privacy Impact Assessment, this is the officer or employee that has been designated through a delegation order with the responsibilities of the head or the officer or employee who is performing those responsibilities in the name of the head with respect to section 10 of the Privacy Act. This section concerns the establishment of personal information banks (PIB) for the personal information under the control of the government institution.</p>",""
"page_definitions","","html","<p><strong>Personal information:</strong> The <em>Privacy Act</em> defines personal information as &ldquo;information about an identifiable individual that is recorded in any form&rdquo;. Examples of personal information include name, address, employment history, fingerprints, medical diagnoses and personal opinions.</p>",""
"page_definitions","","html","<p><strong>Privacy impact assessment:</strong> According to the TBS Directive on Privacy Impact Assessment, it is the policy process for identifying, assessing and mitigating privacy risks. Government institutions are to develop and maintain privacy impact assessments for all new or modified programs and activities that involve the use of personal information for an administrative purpose.</p>",""
"page_definitions","","html","<p><strong>Substantial modification:</strong> According to the TBS Directive on Privacy Impact Assessment, a substantial modification refers to a change or an amendment to the privacy practices related to a particular program or activity, which is reflected in a PIB description. This includes any change or amendment to the privacy practices related to activities that use automated or technological means to identify, create, analyze, compare, extract, cull, match or define personal information.</p>",""
"page_before_begin_q_0_1","page_before_begin_q_0_1","title","Before you begin",""
"page_before_begin_q_0_1","","html","<section class='alert alert-info'><p>Note that before considering whether you should undertake a PIA, it is critical that you determine the legal authority for your program or activity. If you do not have legal authority, you should not proceed with the initiative.</p><section>",""
"page_before_begin_q_0_1","HasLegalAuthority","title","Do you have, or will you soon have, legal authority for this program or activity? (0.1)",""
"page_before_begin_q_0_1","","html","<section class='alert alert-warning'><p>Based on your answer you should reconsider proceeding with this initiative. You may revisit the OPC’s e-Tool once you have determined your legal authority for this program or activity.</p><p><button class='btn btn-primary' onclick='endSession(); return false;'>Exit the e-Tool</button></p></section>",""
"page_before_begin_q_0_2","page_before_begin_q_0_2","title","Before you begin",""
"page_before_begin_q_0_2","RelevantLegislationPolicies","title","What is or will be your legal authority for this program or activity? List relevant legislation and policies, and applicable sections, as necessary. (0.2)",""
"page_before_begin_q_0_2","RelevantLegislationPolicies","description","<p><p>Ensure that your answer details your legal authority to collect and use personal information, and to disclose personal information (as applicable). If you are collecting personal information from another government institution, please include their legal authority to disclose that information to your institution. You may also wish to include their legal authority for initial collection. </p></p>",""
"page_step_1_a","page_step_1_a","title","Step 1 - Determine if a PIA is required",""
"page_step_1_a","","html","<section class='alert alert-info'><p>It is first important to determine whether a PIA is required for the program or activity in question.</p></section>",""
"page_step_1_a","ProgramName","title","What is the name of your program or activity? (1.1)",""
"page_step_1_a","IsNewprogram","title","Is this a new program or activity? (1.2)",""
"page_step_1_b","page_step_1_b","title","Step 1 - Determine if a PIA is required",""
"page_step_1_b","ProgamHasMajorChanges","title","Is this program or activity undergoing major changes? (1.3)",""
"page_step_1_b","ProgamHasMajorChanges","description","According to the TBS Directive on Privacy Impact Assessment, a substantial modification refers to a change or an amendment to the privacy practices related to a particular program or activity, which would have to be reflected in a PIB description. This includes any change or amendment to the privacy practices related to activities that use automated or technological means to identify, create, analyze, compare, extract, cull, match or define personal information.",""
"page_step_1_b","IsProgamContractedOut","title","Is the program or activity being contracted out, or transferred to another level of government or to the private sector, in a way that will result in major changes that could affect individuals’ personal information or privacy? (1.4)",""
"page_step_1_q_1_5","page_step_1_q_1_5","title","Step 1 - Determine if a PIA is required",""
"page_step_1_q_1_5","IsProgramInvolvePersonalInformation","title","Will the program or activity involve personal information? (1.5)",""
"page_step_1_q_1_5","IsProgramInvolvePersonalInformation","description","The *Privacy Act* defines personal information as “information about an identifiable individual that is recorded in any form.” Examples of personal information include name, address, employment history, fingerprints, medical diagnoses and personal opinions.",""
"page_step_1_q_1_6","page_step_1_q_1_6","title","Step 1 - Determine if a PIA is required",""
"page_step_1_q_1_6","","html","<section class='alert alert-warning'><p>Based on the answers provided, a PIA may not be required for your program or activity. More information is required to make a determination. Therefore, we recommend that you contact your institution’s team responsible for privacy. This group may include Access to Information and Privacy (ATIP) coordinators, privacy officers, policy analysts or senior privacy advisors.</p><p>If you do not conduct a PIA, be sure to document your decision and the rationale.</p><p>Note that you may decide to conduct a PIA for your program or activity even if it does not use personal information for an administrative purpose. The TBS Directive on Privacy Impact Assessment encourages institutions to undertake PIAs if their program or activity will have an impact on privacy, and if there are potential privacy risks that should be assessed and mitigated. While you may not be required to do a PIA in such circumstances, thoroughly assessing risks to privacy through a PIA will help you develop legally compliant and privacy-friendly programs.</p><p>Also note that under the TBS Policy on Privacy Protection, heads of government institutions are required to notify the Privacy Commissioner of any planned initiatives (legislation, regulations, policies, programs) that could relate to the Privacy Act or to any of its provisions, or that could have an impact on the privacy of Canadians. The Privacy Commissioner should be notified early enough to allow for his review and to discuss the issues involved.</p></section>",""
"page_step_1_q_1_6","ContactATIPQ16","title","Select",""
"page_step_1_q_1_6","ContactATIPQ16","choice","I would like to quit and contact my ATIP group. I would like to receive an email summary of my interaction with the e-Tool. (1.6)",""
"page_step_1_q_1_6","ContactATIPQ16","choice","I would like to quit and contact my ATIP group. I do not need an email summary of my interaction with the e-Tool.",""
"page_step_1_q_1_6","ContactATIPQ16","choice","I have already discussed this program or activity with my ATIP group or senior officials, and am confident that a PIA needs to be conducted.",""
"page_step_1_q_1_6","UserEmailAddress16","title","Please provide your email address. (1.6)",""
"page_step_1_q_1_6","","html","<section class='alert alert-info'><p>A summary will be send to the email address provided</p></section>",""
"page_step_1_q_1_7","page_step_1_q_1_7","title","Step 1 - Determine if a PIA is required",""
"page_step_1_q_1_7","PersonalInfoUsedFor","title","Will the program or activity use personal information as part of a decision-making process that directly affects individuals, otherwise known as an administrative purpose? Or, will the program or activity use personal information for a purpose other than a decision-making process that directly affects individuals, otherwise known as a non-administrative purpose?",""
"page_step_1_q_1_7","PersonalInfoUsedFor","description","<p><p>Examples of administrative uses of personal information include using personal information to:<ul><li>decide whether an individual can enter the country</li><li>determine whether an individual is eligible to receive a social service</li><li>investigate an individual for possible wrongdoing</li></ul></p><p>Examples of non-administrative uses of personal information include research or statistical purposes where an individual’s personal information is not used to make a decision that directly affects them.</p></p>",""
"page_step_1_q_1_7","PersonalInfoUsedFor","choice","Personal information is used for an administrative purpose (1.7)",""
"page_step_1_q_1_7","PersonalInfoUsedFor","choice","Personal information is used for a non-administrative purpose (1.7)",""
"page_step_1_q_1_8","page_step_1_q_1_8","title","Step 1 - Determine if a PIA is required",""
"page_step_1_q_1_8","","html","<section class='alert alert-warning'><p>Based on the answers provided, a PIA may not be required for your program or activity. More information is required to make a determination. Therefore, we recommend that you contact your institution’s team responsible for privacy. This group may include ATIP coordinators, privacy officers, policy analysts or senior privacy advisors.</p><p>If you do not conduct a PIA, be sure to document your decision and the rationale.</p><p>Note that you may decide to conduct a PIA for your program or activity even if it does not use personal information for an administrative purpose. The TBS Directive on Privacy Impact Assessment encourages institutions to undertake PIAs if their program or activity will have an impact on privacy and there are potential privacy risks that should be assessed and mitigated. While you may not be required to do a PIA in such circumstances, thoroughly assessing risks to privacy through a PIA will help you develop legally compliant and privacy-friendly programs.</p><p>Also note that under the TBS Policy on Privacy Protection, heads of government institutions are required to notify the Privacy Commissioner of any planned initiatives (legislation, regulations, policies, programs) that could relate to the Privacy Act or to any of its provisions, or that could have an impact on the privacy of Canadians. The Privacy Commissioner should be notified early enough to allow for his review and to discuss the issues involved.</p></section>",""
"page_step_1_q_1_8","ContactATIPQ18","title","Select",""
"page_step_1_q_1_8","ContactATIPQ18","choice","I would like to quit and contact my ATIP group. I would like to receive an email summary of my interaction with the e-Tool. (1.8)",""
"page_step_1_q_1_8","ContactATIPQ18","choice","I would like to quit and contact my ATIP group. I do not need an email summary of my interaction with the e-Tool.",""
"page_step_1_q_1_8","ContactATIPQ18","choice","I have already discussed this program or activity with my ATIP group or senior officials, and am confident that a PIA needs to be conducted.",""
"page_step_1_q_1_8","UserEmailAddress18","title","Please provide your email address. (1.8)",""
"page_step_1_q_1_8","","html","<section class='alert alert-info'><p>A summary will be send to the email address provided</p></section>",""
"page_step_1_q_1_9","page_step_1_q_1_9","title","Step 1 - Determine if a PIA is required",""
"page_step_1_q_1_9","SubjectOfPIA","title","Which of the following best describes the subject of your PIA?",""
"page_step_1_q_1_9","SubjectOfPIA","description","<p><p>Whereas PIAs concentrate on privacy compliance as well as risks to privacy posed by <strong>programs and activities</strong>, other assessments have different areas of focus. For example:<ol><li><strong>Security assessments and authorizations</strong> evaluate security practices and controls to establish the extent to which they are implemented correctly, achieving the desired outcome and whether related residual risk should be accepted</li><li><strong>Business impact assessments</strong> identify and prioritize an institution’s critical services and assets to allow for selection of suitable measures to address risks to the availability of those services and assets</li><li><strong>algorithmic impact assessments</strong> identify and mitigate risks associated with deploying an automated decision-making system</li></ol></p><p>If your initiative is not a program or activity, you should consider completing other formal assessments along with or instead of a PIA. If you need assistance scoping your PIA or determining which assessments may be appropriate, please contact your institution’s team responsible for privacy. You may also wish to contact the OPC’s Government Advisory Directorate.</p></p>",""
"page_step_1_q_1_9","SubjectOfPIA","choice","A program or activity (1.9)",""
"page_step_1_q_1_9","SubjectOfPIA","choice","Something other than a program or activity, for example, an IT system (1.9)",""
"page_step_1_q_1_10","page_step_1_q_1_10","title","Step 1 - Determine if a PIA is required",""
